UNIT,ID,SUFFIX,X,Y,CL,code,Width,Prism,Z,Length
0,43,0,79.523,31.156,1,Lithic,5,0,1203.01611,49.74
0,43,1,79.555,31.118000000000002,1,Lithic,5,0,1203.01855,49.74
0,44,0,83.444,37.863,1,Lithic,5,0,1202.85718,49.99
0,44,1,83.486,37.89,1,Lithic,5,0,1202.85474,49.99
0,45,0,86.757,33.714,1,Lithic,5,0,1202.8634,50.31
0,45,1,86.805,33.699,1,Lithic,5,0,1202.86194,50.31
0,47,0,86.59100000000001,37.301,1,Lithic,5,0,1202.78943,50.22
0,47,1,86.55,37.33,1,Lithic,5,0,1202.78967,50.22
0,49,0,87.90799999999999,35.101,1,Lithic,5,0,1202.7675800000002,52.15
0,49,1,87.95700000000001,35.091,1,Lithic,5,0,1202.75281,52.15
0,50,0,82.773,36.771,1,Lithic,5,0,1202.85291,49.73
0,50,1,82.821,36.784,1,Lithic,5,0,1202.85242,49.73
0,51,0,83.15700000000001,31.545,1,Lithic,5,0,1202.9209,50.32
0,51,1,83.162,31.495,1,Lithic,5,0,1202.91833,50.32
0,52,0,79.67699999999999,38.094,1,Lithic,5,0,1202.80408,50.47
0,52,1,79.627,38.089,1,Lithic,5,0,1202.8088400000001,50.47
0,53,0,83.04700000000001,35.975,1,Lithic,5,0,1202.83533,50.18
0,53,1,83.001,35.995,1,Lithic,5,0,1202.83374,50.18
0,54,0,80.904,36.376999999999995,1,Lithic,5,0,1202.84448,50.01
0,54,1,80.903,36.327,1,Lithic,5,0,1202.8446,50.01
0,55,0,82.417,34.726,1,Lithic,5,0,1202.87524,50.46
0,55,1,82.37799999999999,34.694,1,Lithic,5,0,1202.87439,50.46
0,56,0,81.13,36.72,1,Lithic,5,0,1202.83044,50.28
0,56,1,81.18,36.725,1,Lithic,5,0,1202.83228,50.28
0,57,0,88.27600000000001,38.993,1,Lithic,5,0,1202.69507,50.07
0,57,1,88.266,39.042,1,Lithic,5,0,1202.69263,50.07
0,58,0,80.543,36.735,1,Lithic,5,0,1202.8092,50.59
0,58,1,80.564,36.781,1,Lithic,5,0,1202.8106699999998,50.59
0,59,0,79.73899999999999,40.676,1,Lithic,5,0,1202.72205,50.29
0,59,1,79.77600000000001,40.641999999999996,1,Lithic,5,0,1202.7241199999999,50.29
0,60,0,85.75,33.446999999999996,1,Lithic,5,0,1202.8737800000001,50.41
0,60,1,85.72399999999999,33.404,1,Lithic,5,0,1202.86975,50.41
0,61,0,85.21600000000001,32.08,1,Lithic,5,0,1202.90564,50.3
0,61,1,85.265,32.069,1,Lithic,5,0,1202.90271,50.3
0,62,0,87.945,30.93,1,Lithic,5,0,1202.78015,50.24
0,62,1,87.98,30.894000000000002,1,Lithic,5,0,1202.77844,50.24
0,63,0,80.142,38.543,1,Lithic,5,0,1202.78101,50.25
0,63,1,80.092,38.548,1,Lithic,5,0,1202.78064,50.25
0,64,0,86.876,37.317,1,Lithic,5,0,1202.76782,49.95
0,64,1,86.82700000000001,37.326,1,Lithic,5,0,1202.77148,49.95
0,65,0,87.007,39.368,1,Lithic,5,0,1202.6604,50.17
0,65,1,86.961,39.388000000000005,1,Lithic,5,0,1202.66125,50.17
0,66,0,81.473,40.82,1,Lithic,5,0,1202.71802,49.69
0,66,1,81.52,40.836,1,Lithic,5,0,1202.71606,49.69
0,67,0,86.581,39.417,1,Lithic,5,0,1202.69043,49.58
0,67,1,86.56299999999999,39.371,1,Lithic,5,0,1202.6947,49.58
0,68,0,84.807,32.846,1,Lithic,5,0,1202.91699,50.01
0,68,1,84.821,32.894,1,Lithic,5,0,1202.9180900000001,50.01
0,69,0,82.066,36.738,1,Lithic,5,0,1202.83582,49.9
0,69,1,82.105,36.707,1,Lithic,5,0,1202.83301,49.9
0,70,0,82.34299999999999,33.751999999999995,1,Lithic,5,0,1202.87256,50.37
0,70,1,82.307,33.717,1,Lithic,5,0,1202.87659,50.37
0,71,0,82.682,40.721,1,Lithic,5,0,1202.70544,50.16
0,71,1,82.632,40.725,1,Lithic,5,0,1202.70581,50.16
0,72,0,87.635,36.345,1,Lithic,5,0,1202.72437,51.06
0,72,1,87.585,36.343,1,Lithic,5,0,1202.7345,51.06
0,73,0,85.914,40.827,1,Lithic,5,0,1202.6574699999999,49.71
0,73,1,85.89299999999999,40.872,1,Lithic,5,0,1202.65527,49.71
0,74,0,82.98100000000001,39.364000000000004,1,Lithic,5,0,1202.78088,49.67
0,74,1,82.988,39.315,1,Lithic,5,0,1202.78503,49.67
0,75,0,88.476,34.356,1,Lithic,5,0,1202.61145,51.76
0,75,1,88.521,34.378,1,Lithic,5,0,1202.59839,51.76
0,76,0,84.314,39.243,1,Lithic,5,0,1202.76624,50.41
0,76,1,84.361,39.225,1,Lithic,5,0,1202.7690400000001,50.41
0,77,0,85.791,36.633,1,Lithic,5,0,1202.84583,50.3
0,77,1,85.806,36.585,1,Lithic,5,0,1202.84705,50.3
0,78,0,84.015,39.429,1,Lithic,5,0,1202.74036,49.7
0,78,1,84.053,39.397,1,Lithic,5,0,1202.74194,49.7
0,79,0,81.658,31.038,1,Lithic,5,0,1202.9243199999999,50.56
0,79,1,81.616,31.066,1,Lithic,5,0,1202.92725,50.56
0,80,0,82.527,38.611,1,Lithic,5,0,1202.83069,50.2
0,80,1,82.486,38.583,1,Lithic,5,0,1202.82324,50.2
0,81,0,82.234,41.342,1,Lithic,5,0,1202.67444,50.22
0,81,1,82.199,41.306000000000004,1,Lithic,5,0,1202.6756599999999,50.22
0,82,0,80.69,35.904,1,Lithic,5,0,1202.83582,50.05
0,82,1,80.66,35.864000000000004,1,Lithic,5,0,1202.8335,50.05
0,83,0,84.708,32.080999999999996,1,Lithic,5,0,1202.90735,49.98
0,83,1,84.69200000000001,32.128,1,Lithic,5,0,1202.91309,49.98
0,85,0,82.351,34.542,1,Lithic,5,0,1202.87231,49.73
0,85,1,82.36399999999999,34.494,1,Lithic,5,0,1202.87305,49.73
0,86,0,85.961,39.167,1,Lithic,5,0,1202.745,49.97
0,86,1,85.988,39.125,1,Lithic,5,0,1202.74695,49.97
0,87,0,82.094,38.091,1,Lithic,5,0,1202.81006,50.38
0,87,1,82.04700000000001,38.073,1,Lithic,5,0,1202.81238,50.38
0,88,0,87.242,40.016999999999996,1,Lithic,5,0,1202.66235,50.02
0,88,1,87.256,39.969,1,Lithic,5,0,1202.66089,50.02
0,89,0,87.786,34.341,1,Lithic,5,0,1202.81653,49.82
0,89,1,87.777,34.292,1,Lithic,5,0,1202.81592,49.82
0,90,0,81.215,38.559,1,Lithic,5,0,1202.7832,49.67
0,90,1,81.166,38.567,1,Lithic,5,0,1202.7817400000001,49.67
0,91,0,79.558,37.419000000000004,1,Lithic,5,0,1202.80518,50.03
0,91,1,79.51899999999999,37.388000000000005,1,Lithic,5,0,1202.80981,50.03
0,92,0,81.97,33.187,1,Lithic,5,0,1202.90344,49.72
0,92,1,81.925,33.166,1,Lithic,5,0,1202.90588,49.72
0,93,0,85.81200000000001,40.823,1,Lithic,5,0,1202.65845,49.97
0,93,1,85.84700000000001,40.788000000000004,1,Lithic,5,0,1202.6652800000002,49.97
0,94,0,83.30799999999999,35.384,1,Lithic,5,0,1202.85986,49.55
0,94,1,83.34200000000001,35.348,1,Lithic,5,0,1202.85815,49.55
0,95,0,82.007,39.407,1,Lithic,5,0,1202.74426,50.27
0,95,1,82.05,39.433,1,Lithic,5,0,1202.74292,50.27
0,96,0,85.978,40.641,1,Lithic,5,0,1202.65625,50.24
0,96,1,85.961,40.688,1,Lithic,5,0,1202.66138,50.24
0,97,0,80.001,33.872,1,Lithic,5,0,1202.91187,50.16
0,97,1,79.955,33.852,1,Lithic,5,0,1202.9115,50.16
0,98,0,86.96799999999999,39.441,1,Lithic,5,0,1202.66028,50.01
0,98,1,86.99799999999999,39.481,1,Lithic,5,0,1202.6611300000002,50.01
0,99,0,88.59899999999999,38.149,1,Lithic,5,0,1202.6886,49.72
0,99,1,88.56700000000001,38.111,1,Lithic,5,0,1202.68652,49.72
0,100,0,82.008,40.985,1,Lithic,5,0,1202.70764,49.74
0,100,1,82.057,40.977,1,Lithic,5,0,1202.71057,49.74
0,101,0,88.881,38.639,1,Lithic,5,0,1202.73975,50.34
0,101,1,88.93,38.628,1,Lithic,5,0,1202.7432900000001,50.34
0,102,0,87.65899999999999,34.508,1,Lithic,5,0,1202.82715,50.42
0,102,1,87.648,34.556999999999995,1,Lithic,5,0,1202.8226300000001,50.42
0,103,0,82.304,41.128,1,Lithic,5,0,1202.6766400000001,50.05
0,103,1,82.26100000000001,41.103,1,Lithic,5,0,1202.68225,50.05
0,104,0,81.273,32.64,1,Lithic,5,0,1202.92542,50.5
0,104,1,81.28,32.69,1,Lithic,5,0,1202.9243199999999,50.5
0,105,0,82.51100000000001,35.16,1,Lithic,5,0,1202.84363,50.07
0,105,1,82.462,35.17,1,Lithic,5,0,1202.8460699999998,50.07
0,106,0,89.044,35.28,1,Lithic,5,0,1202.5387,50.23
0,106,1,89.061,35.233000000000004,1,Lithic,5,0,1202.53369,50.23
0,107,0,80.656,36.404,1,Lithic,5,0,1202.84473,50.17
0,107,1,80.702,36.384,1,Lithic,5,0,1202.84363,50.17
0,108,0,86.963,40.671,1,Lithic,5,0,1202.65881,49.81
0,108,1,87.006,40.646,1,Lithic,5,0,1202.66138,49.81
0,109,0,83.287,40.243,1,Lithic,5,0,1202.7120400000001,50.1
0,109,1,83.23700000000001,40.24,1,Lithic,5,0,1202.71326,50.1
0,110,0,87.32799999999999,38.506,1,Lithic,5,0,1202.69568,50.3
0,110,1,87.37799999999999,38.505,1,Lithic,5,0,1202.69031,50.3
0,111,0,88.23,40.714,1,Lithic,5,0,1202.70593,51.09
0,111,1,88.262,40.753,1,Lithic,5,0,1202.71399,51.09
0,112,0,83.734,37.585,1,Lithic,5,0,1202.81982,50.72
0,112,1,83.684,37.592,1,Lithic,5,0,1202.8247099999999,50.72
0,113,0,84.141,35.299,1,Lithic,5,0,1202.8645,50.01
0,113,1,84.102,35.33,1,Lithic,5,0,1202.8689,50.01
0,114,0,83.023,39.126999999999995,1,Lithic,5,0,1202.77661,50.91
0,114,1,82.995,39.085,1,Lithic,5,0,1202.7832,50.91
0,115,0,88.887,37.418,1,Lithic,5,0,1202.65906,50.48
0,115,1,88.87700000000001,37.369,1,Lithic,5,0,1202.65222,50.48
0,116,0,89.045,34.817,1,Lithic,5,0,1202.5190400000001,49.95
0,116,1,88.99600000000001,34.825,1,Lithic,5,0,1202.5245400000001,49.95
0,117,0,87.50399999999999,37.946999999999996,1,Lithic,5,0,1202.69177,49.67
0,117,1,87.49600000000001,37.996,1,Lithic,5,0,1202.69043,49.67
0,118,0,86.339,35.076,1,Lithic,5,0,1202.85876,50.47
0,118,1,86.29,35.088,1,Lithic,5,0,1202.86023,50.47
0,119,0,79.759,31.39,1,Lithic,5,0,1202.9932900000001,50.78
0,119,1,79.723,31.355,1,Lithic,5,0,1203.00085,50.78
0,120,0,82.684,31.583000000000002,1,Lithic,5,0,1202.91785,49.54
0,120,1,82.65,31.619,1,Lithic,5,0,1202.91931,49.54
0,121,0,88.806,35.948,1,Lithic,5,0,1202.5914300000002,49.77
0,121,1,88.759,35.964,1,Lithic,5,0,1202.59485,49.77
0,122,0,85.72399999999999,36.655,1,Lithic,5,0,1202.84167,50.52
0,122,1,85.76100000000001,36.689,1,Lithic,5,0,1202.84692,50.52
0,123,0,88.50399999999999,40.069,1,Lithic,5,0,1202.7113,50.25
0,123,1,88.47399999999999,40.029,1,Lithic,5,0,1202.7063,50.25
0,124,0,82.156,32.595,1,Lithic,5,0,1202.90735,50.3
0,124,1,82.193,32.629,1,Lithic,5,0,1202.90515,50.3
0,125,0,83.109,41.316,1,Lithic,5,0,1202.672,50.36
0,125,1,83.12700000000001,41.269,1,Lithic,5,0,1202.67371,50.36
0,126,0,81.39699999999999,39.745,1,Lithic,5,0,1202.7404800000002,50.07
0,126,1,81.444,39.728,1,Lithic,5,0,1202.73755,50.07
0,127,0,83.096,39.525999999999996,1,Lithic,5,0,1202.771,49.89
0,127,1,83.14200000000001,39.507,1,Lithic,5,0,1202.77441,49.89
0,128,0,83.229,34.466,1,Lithic,5,0,1202.87793,50.19
0,128,1,83.184,34.488,1,Lithic,5,0,1202.87476,50.19
0,129,0,89.13799999999999,32.558,1,Lithic,5,0,1202.51514,50.63
0,129,1,89.131,32.508,1,Lithic,5,0,1202.51892,50.63
0,130,0,88.485,40.653,1,Lithic,5,0,1202.7205800000002,50.15
0,130,1,88.48200000000001,40.703,1,Lithic,5,0,1202.72302,50.15
0,131,0,83.681,34.274,1,Lithic,5,0,1202.8754900000001,49.82
0,131,1,83.66799999999999,34.226,1,Lithic,5,0,1202.87256,49.82
0,132,0,87.12200000000001,35.93,1,Lithic,5,0,1202.84106,50.63
0,132,1,87.072,35.924,1,Lithic,5,0,1202.84631,50.63
0,133,0,80.39699999999999,31.486,1,Lithic,5,0,1202.93323,49.81
0,133,1,80.418,31.531,1,Lithic,5,0,1202.92932,49.81
0,136,0,79.857,33.389,1,Lithic,5,0,1202.94165,50.31
0,136,1,79.905,33.374,1,Lithic,5,0,1202.94324,50.31
0,137,0,80.682,34.52,1,Lithic,5,0,1202.88318,50.13
0,137,1,80.638,34.496,1,Lithic,5,0,1202.8844,50.13
0,138,0,79.748,36.094,1,Lithic,5,0,1202.80835,49.82
0,138,1,79.709,36.125,1,Lithic,5,0,1202.80835,49.82
0,139,0,81.30199999999999,31.593000000000004,1,Lithic,5,0,1202.90527,50.1
0,139,1,81.305,31.543000000000003,1,Lithic,5,0,1202.9044199999998,50.1
0,140,0,88.06299999999999,40.622,1,Lithic,5,0,1202.7011699999998,50.44
0,140,1,88.057,40.672,1,Lithic,5,0,1202.69824,50.44
0,141,0,85.82,32.667,1,Lithic,5,0,1202.88354,50.32
0,141,1,85.868,32.681999999999995,1,Lithic,5,0,1202.8853800000002,50.32
0,142,0,79.994,38.832,1,Lithic,5,0,1202.81494,50.04
0,142,1,80.01100000000001,38.785,1,Lithic,5,0,1202.8125,50.04
0,143,0,81.885,40.563,1,Lithic,5,0,1202.70959,50.0
0,143,1,81.91199999999999,40.605,1,Lithic,5,0,1202.71216,50.0
0,144,0,81.1,40.666,1,Lithic,5,0,1202.70715,49.78
0,144,1,81.05199999999999,40.679,1,Lithic,5,0,1202.7048300000001,49.78
0,145,0,84.815,38.909,1,Lithic,5,0,1202.80969,50.49
0,145,1,84.811,38.959,1,Lithic,5,0,1202.80396,50.49
0,146,0,87.37700000000001,33.908,1,Lithic,5,0,1202.8396,50.0
0,146,1,87.337,33.938,1,Lithic,5,0,1202.83972,50.0
0,147,0,85.13,34.413000000000004,1,Lithic,5,0,1202.88904,49.73
0,147,1,85.08200000000001,34.4,1,Lithic,5,0,1202.88831,49.73
0,148,0,85.49799999999999,38.536,1,Lithic,5,0,1202.8315400000001,50.1
0,148,1,85.531,38.573,1,Lithic,5,0,1202.8243400000001,50.1
0,149,0,87.204,39.021,1,Lithic,5,0,1202.64624,49.66
0,149,1,87.196,38.972,1,Lithic,5,0,1202.64502,49.66
0,150,0,81.97200000000001,33.866,1,Lithic,5,0,1202.8624300000001,50.4
0,150,1,81.977,33.816,1,Lithic,5,0,1202.86633,50.4
0,151,0,85.697,37.025,1,Lithic,5,0,1202.84766,50.24
0,151,1,85.727,37.065,1,Lithic,5,0,1202.84277,50.24
0,152,0,79.778,36.714,1,Lithic,5,0,1202.8208,50.09
0,152,1,79.781,36.764,1,Lithic,5,0,1202.82092,50.09
0,153,0,86.01899999999999,38.366,1,Lithic,5,0,1202.79126,51.53
0,153,1,85.971,38.352,1,Lithic,5,0,1202.80371,51.53
0,154,0,81.291,41.041000000000004,1,Lithic,5,0,1202.68848,50.45
0,154,1,81.303,41.09,1,Lithic,5,0,1202.68848,50.45
0,155,0,83.305,39.946,1,Lithic,5,0,1202.73071,50.16
0,155,1,83.30799999999999,39.896,1,Lithic,5,0,1202.7332800000001,50.16
0,156,0,81.15,34.48,1,Lithic,5,0,1202.8606,50.08
0,156,1,81.15899999999999,34.431,1,Lithic,5,0,1202.86572,50.08
