UNIT,ID,SUFFIX,X,Y,CL,code,Width,Prism,Z,Length
0,46,0,115.04299999999999,73.267,1,Lithic,5,0,1203.92749,50.71
0,46,1,115.042,73.317,1,Lithic,5,0,1203.91907,50.71
0,47,0,113.264,72.318,1,Lithic,5,0,1203.30908,50.16
0,47,1,113.26100000000001,72.368,1,Lithic,5,0,1203.31177,50.16
0,48,0,115.09,73.562,1,Lithic,5,0,1203.86865,55.1
0,48,1,115.04299999999999,73.579,1,Lithic,5,0,1203.84546,55.1
0,49,0,113.275,77.362,1,Lithic,5,0,1202.38049,55.63
0,49,1,113.324,77.373,1,Lithic,5,0,1202.4044199999998,55.63
0,50,0,111.931,71.244,1,Lithic,5,0,1203.10156,54.79
0,50,1,111.965,71.208,1,Lithic,5,0,1203.125,54.79
0,51,0,113.333,78.74600000000001,1,Lithic,5,0,1202.26917,50.42
0,51,1,113.32700000000001,78.796,1,Lithic,5,0,1202.2667199999999,50.42
0,52,0,106.51100000000001,77.193,1,Lithic,5,0,1201.5523699999999,49.99
0,52,1,106.492,77.14699999999999,1,Lithic,5,0,1201.55701,49.99
0,53,0,113.62200000000001,78.919,1,Lithic,5,0,1202.42944,55.7
0,53,1,113.59100000000001,78.88,1,Lithic,5,0,1202.40454,55.7
0,54,0,114.13,70.88600000000001,1,Lithic,5,0,1203.83862,50.26
0,54,1,114.119,70.837,1,Lithic,5,0,1203.8407,50.26
0,55,0,112.87100000000001,74.734,1,Lithic,5,0,1202.58813,59.67
0,55,1,112.839,74.773,1,Lithic,5,0,1202.5562699999998,59.67
0,56,0,108.323,78.325,1,Lithic,5,0,1201.50037,50.2
0,56,1,108.346,78.369,1,Lithic,5,0,1201.49292,50.2
0,57,0,115.402,71.783,1,Lithic,5,0,1204.01282,50.47
0,57,1,115.367,71.819,1,Lithic,5,0,1204.0076900000001,50.47
0,58,0,106.542,74.182,1,Lithic,5,0,1201.948,54.17
0,58,1,106.545,74.132,1,Lithic,5,0,1201.96863,54.17
0,59,0,109.85799999999999,77.523,1,Lithic,5,0,1202.25427,52.65
0,59,1,109.854,77.473,1,Lithic,5,0,1202.23828,52.65
0,60,0,110.03399999999999,78.118,1,Lithic,5,0,1202.79126,51.1
0,60,1,110.00299999999999,78.157,1,Lithic,5,0,1202.77991,51.1
0,61,0,112.435,74.44800000000001,1,Lithic,5,0,1202.54639,49.93
0,61,1,112.396,74.479,1,Lithic,5,0,1202.54968,49.93
0,62,0,112.366,72.367,1,Lithic,5,0,1202.88696,49.82
0,62,1,112.359,72.416,1,Lithic,5,0,1202.8925800000002,49.82
0,63,0,115.634,70.993,1,Lithic,5,0,1204.06702,50.14
0,63,1,115.584,70.994,1,Lithic,5,0,1204.06348,50.14
0,65,0,107.309,71.059,1,Lithic,5,0,1202.7384,53.77
0,65,1,107.33,71.014,1,Lithic,5,0,1202.7590300000002,53.77
0,66,0,112.135,77.83800000000001,1,Lithic,5,0,1202.01379,50.34
0,66,1,112.10600000000001,77.797,1,Lithic,5,0,1202.01721,50.34
0,67,0,109.992,75.184,1,Lithic,5,0,1202.0349099999999,89.17
0,67,1,110.01,75.23100000000001,1,Lithic,5,0,1202.10852,89.17
0,68,0,108.575,77.78,1,Lithic,5,0,1201.64905,57.28
0,68,1,108.557,77.733,1,Lithic,5,0,1201.6217,57.28
0,69,0,115.39200000000001,78.163,1,Lithic,5,0,1203.69031,117.64
0,69,1,115.34299999999999,78.172,1,Lithic,5,0,1203.58374,117.64
0,71,0,114.53399999999999,77.222,1,Lithic,5,0,1203.0498,52.48
0,71,1,114.529,77.172,1,Lithic,5,0,1203.06494,52.48
0,72,0,114.19,73.839,1,Lithic,5,0,1203.14734,54.32
0,72,1,114.22399999999999,73.80199999999999,1,Lithic,5,0,1203.16797,54.32
0,73,0,113.12100000000001,73.476,1,Lithic,5,0,1202.92236,51.03
0,73,1,113.087,73.513,1,Lithic,5,0,1202.91345,51.03
0,74,0,110.51899999999999,77.102,1,Lithic,5,0,1202.46301,50.36
0,74,1,110.541,77.057,1,Lithic,5,0,1202.45776,50.36
0,75,0,110.23899999999999,72.221,1,Lithic,5,0,1202.20911,50.34
0,75,1,110.285,72.24,1,Lithic,5,0,1202.21667,50.34
0,76,0,114.66,75.71600000000001,1,Lithic,5,0,1203.77954,54.7
0,76,1,114.71,75.71,1,Lithic,5,0,1203.8009,54.7
0,78,0,110.309,71.40899999999999,1,Lithic,5,0,1202.41235,50.28
0,78,1,110.359,71.41199999999999,1,Lithic,5,0,1202.41675,50.28
0,79,0,114.22,77.268,1,Lithic,5,0,1202.83496,58.25
0,79,1,114.26700000000001,77.285,1,Lithic,5,0,1202.8648699999999,58.25
0,80,0,113.65700000000001,72.944,1,Lithic,5,0,1203.30725,52.25
0,80,1,113.647,72.895,1,Lithic,5,0,1203.32239,52.25
0,81,0,110.007,71.425,1,Lithic,5,0,1202.39453,57.01
0,81,1,109.969,71.393,1,Lithic,5,0,1202.42249,57.01
0,82,0,108.646,77.509,1,Lithic,5,0,1201.62744,52.18
0,82,1,108.675,77.468,1,Lithic,5,0,1201.6416,52.18
0,83,0,107.72,77.821,1,Lithic,5,0,1201.4561800000001,51.1
0,83,1,107.677,77.847,1,Lithic,5,0,1201.4469,51.1
0,84,0,112.63600000000001,72.271,1,Lithic,5,0,1203.02344,51.19
0,84,1,112.666,72.23100000000001,1,Lithic,5,0,1203.03442,51.19
0,85,0,107.044,71.033,1,Lithic,5,0,1202.62585,55.27
0,85,1,107.083,71.002,1,Lithic,5,0,1202.64978,55.27
0,86,0,109.771,76.968,1,Lithic,5,0,1201.9491,68.87
0,86,1,109.79,77.014,1,Lithic,5,0,1201.9967,68.87
0,87,0,107.706,71.816,1,Lithic,5,0,1202.29248,53.86
0,87,1,107.691,71.768,1,Lithic,5,0,1202.31177,53.86
0,88,0,112.242,73.93,1,Lithic,5,0,1202.66028,51.54
0,88,1,112.236,73.88,1,Lithic,5,0,1202.67126,51.54
0,89,0,108.10700000000001,75.745,1,Lithic,5,0,1201.75549,54.55
0,89,1,108.124,75.792,1,Lithic,5,0,1201.7336400000002,54.55
0,90,0,109.734,72.579,1,Lithic,5,0,1202.04016,50.3
0,90,1,109.775,72.608,1,Lithic,5,0,1202.04297,50.3
0,91,0,111.005,74.98100000000001,1,Lithic,5,0,1202.37476,75.43
0,91,1,111.00200000000001,74.931,1,Lithic,5,0,1202.31836,75.43
0,92,0,111.34100000000001,78.11399999999999,1,Lithic,5,0,1202.01001,51.66
0,92,1,111.31299999999999,78.155,1,Lithic,5,0,1201.99573,51.66
0,93,0,108.116,77.13,1,Lithic,5,0,1201.50012,50.22
0,93,1,108.075,77.101,1,Lithic,5,0,1201.50012,50.22
0,94,0,112.41,71.955,1,Lithic,5,0,1202.9791300000002,51.2
0,94,1,112.363,71.972,1,Lithic,5,0,1202.96802,51.2
0,95,0,112.289,78.164,1,Lithic,5,0,1201.96814,49.43
0,95,1,112.315,78.206,1,Lithic,5,0,1201.9664300000002,49.43
0,96,0,109.934,77.997,1,Lithic,5,0,1202.8143300000002,50.23
0,96,1,109.931,78.047,1,Lithic,5,0,1202.81055,50.23
0,97,0,108.473,71.99600000000001,1,Lithic,5,0,1202.58276,64.07
0,97,1,108.42399999999999,71.985,1,Lithic,5,0,1202.54297,64.07
0,98,0,110.745,73.682,1,Lithic,5,0,1202.44446,51.91
0,98,1,110.764,73.72800000000001,1,Lithic,5,0,1202.4592300000002,51.91
0,99,0,110.12200000000001,71.301,1,Lithic,5,0,1202.44299,54.74
0,99,1,110.1,71.346,1,Lithic,5,0,1202.4209,54.74
0,100,0,111.553,78.111,1,Lithic,5,0,1202.02673,51.84
0,100,1,111.603,78.111,1,Lithic,5,0,1202.01306,51.84
0,101,0,108.62,73.317,1,Lithic,5,0,1201.83618,50.6
0,101,1,108.67,73.312,1,Lithic,5,0,1201.84216,50.6
0,102,0,112.175,71.878,1,Lithic,5,0,1202.8877,50.75
0,102,1,112.171,71.828,1,Lithic,5,0,1202.8953900000001,50.75
0,104,0,108.084,77.064,1,Lithic,5,0,1201.50281,50.4
0,104,1,108.03399999999999,77.064,1,Lithic,5,0,1201.50916,50.4
0,105,0,111.113,75.293,1,Lithic,5,0,1202.50439,51.7
0,105,1,111.155,75.266,1,Lithic,5,0,1202.4909699999998,51.7
0,106,0,113.72,77.757,1,Lithic,5,0,1202.53015,49.8
0,106,1,113.728,77.708,1,Lithic,5,0,1202.53406,49.8
0,107,0,113.17200000000001,71.65,1,Lithic,5,0,1203.2976099999998,63.94
0,107,1,113.154,71.60300000000001,1,Lithic,5,0,1203.25818,63.94
0,108,0,112.936,72.87,1,Lithic,5,0,1203.0349099999999,50.29
0,108,1,112.92200000000001,72.822,1,Lithic,5,0,1203.0402800000002,50.29
0,109,0,112.39299999999999,74.39699999999999,1,Lithic,5,0,1202.57214,52.76
0,109,1,112.37899999999999,74.34899999999999,1,Lithic,5,0,1202.58899,52.76
0,110,0,112.56200000000001,73.98,1,Lithic,5,0,1202.6911599999999,50.66
0,110,1,112.514,73.965,1,Lithic,5,0,1202.68506,50.66
0,111,0,113.56,77.84100000000001,1,Lithic,5,0,1202.45154,53.29
0,111,1,113.574,77.889,1,Lithic,5,0,1202.4699699999999,53.29
0,112,0,111.29799999999999,71.35600000000001,1,Lithic,5,0,1202.8173800000002,60.91
0,112,1,111.26,71.32300000000001,1,Lithic,5,0,1202.7830800000002,60.91
0,113,0,109.024,73.527,1,Lithic,5,0,1201.87854,51.93
0,113,1,109.072,73.512,1,Lithic,5,0,1201.89148,51.93
0,115,0,115.42299999999999,71.46,1,Lithic,5,0,1204.03821,50.05
0,115,1,115.44,71.413,1,Lithic,5,0,1204.0407699999998,50.05
0,116,0,113.73,75.175,1,Lithic,5,0,1202.84937,50.03
0,116,1,113.699,75.214,1,Lithic,5,0,1202.854,50.03
0,117,0,108.62700000000001,72.888,1,Lithic,5,0,1201.96094,50.39
0,117,1,108.57700000000001,72.882,1,Lithic,5,0,1201.9592300000002,50.39
0,118,0,108.87200000000001,71.148,1,Lithic,5,0,1202.69434,50.86
0,118,1,108.895,71.193,1,Lithic,5,0,1202.6886,50.86
0,119,0,110.661,70.755,1,Lithic,5,0,1202.61975,51.07
0,119,1,110.613,70.77,1,Lithic,5,0,1202.61084,51.07
0,120,0,111.648,72.042,1,Lithic,5,0,1202.8053,50.04
0,120,1,111.698,72.042,1,Lithic,5,0,1202.80322,50.04
0,121,0,110.564,71.086,1,Lithic,5,0,1202.5059800000001,52.0
0,121,1,110.603,71.055,1,Lithic,5,0,1202.5208699999998,52.0
0,122,0,110.943,78.863,1,Lithic,5,0,1201.93359,50.21
0,122,1,110.912,78.824,1,Lithic,5,0,1201.9273699999999,50.21
0,123,0,107.898,72.12100000000001,1,Lithic,5,0,1202.24292,51.76
0,123,1,107.93700000000001,72.09,1,Lithic,5,0,1202.25696,51.76
0,124,0,112.927,73.833,1,Lithic,5,0,1202.79749,51.4
0,124,1,112.912,73.881,1,Lithic,5,0,1202.78687,51.4
0,126,0,109.175,76.023,1,Lithic,5,0,1201.70898,50.23
0,126,1,109.171,75.973,1,Lithic,5,0,1201.70642,50.23
0,127,0,111.98100000000001,79.348,1,Lithic,5,0,1201.95642,50.3
0,127,1,111.98299999999999,79.398,1,Lithic,5,0,1201.96155,50.3
0,129,0,107.324,78.705,1,Lithic,5,0,1201.45325,50.37
0,129,1,107.274,78.71,1,Lithic,5,0,1201.45667,50.37
0,130,0,113.273,73.884,1,Lithic,5,0,1202.88354,51.87
0,130,1,113.31299999999999,73.854,1,Lithic,5,0,1202.89734,51.87
0,131,0,110.91,72.598,1,Lithic,5,0,1202.48376,51.83
0,131,1,110.86,72.605,1,Lithic,5,0,1202.47205,51.83
0,132,0,113.416,75.395,1,Lithic,5,0,1202.69885,54.37
0,132,1,113.366,75.39,1,Lithic,5,0,1202.6781,54.37
0,134,0,110.99,75.336,1,Lithic,5,0,1202.5194099999999,50.4
0,134,1,110.994,75.38600000000001,1,Lithic,5,0,1202.52429,50.4
0,135,0,111.69200000000001,77.02,1,Lithic,5,0,1202.52698,51.34
0,135,1,111.665,77.062,1,Lithic,5,0,1202.51501,51.34
0,136,0,110.314,78.085,1,Lithic,5,0,1202.78772,58.38
0,136,1,110.30799999999999,78.135,1,Lithic,5,0,1202.75818,58.38
0,138,0,114.416,74.921,1,Lithic,5,0,1203.04016,53.5
0,138,1,114.416,74.87100000000001,1,Lithic,5,0,1203.0211199999999,53.5
0,139,0,112.419,73.469,1,Lithic,5,0,1202.7536599999999,49.66
0,139,1,112.427,73.518,1,Lithic,5,0,1202.75476,49.66
0,140,0,113.696,74.73,1,Lithic,5,0,1202.8252,53.29
0,140,1,113.744,74.714,1,Lithic,5,0,1202.8419199999998,53.29
0,141,0,115.029,72.18,1,Lithic,5,0,1203.9252900000001,52.55
0,141,1,115.07700000000001,72.165,1,Lithic,5,0,1203.94055,52.55
0,142,0,114.48200000000001,78.69800000000001,1,Lithic,5,0,1203.06897,68.99
0,142,1,114.44,78.671,1,Lithic,5,0,1203.02136,68.99
0,143,0,110.209,70.873,1,Lithic,5,0,1202.60034,49.42
0,143,1,110.251,70.847,1,Lithic,5,0,1202.59888,49.42
0,144,0,110.516,70.75399999999999,1,Lithic,5,0,1202.61511,53.9
0,144,1,110.546,70.714,1,Lithic,5,0,1202.63525,53.9
0,145,0,114.948,70.983,1,Lithic,5,0,1203.99316,50.87
0,145,1,114.99799999999999,70.97800000000001,1,Lithic,5,0,1204.0011,50.87
0,146,0,110.456,75.46300000000001,1,Lithic,5,0,1202.44775,52.93
0,146,1,110.414,75.436,1,Lithic,5,0,1202.43018,52.93
0,147,0,108.257,73.923,1,Lithic,5,0,1201.84949,50.03
0,147,1,108.244,73.875,1,Lithic,5,0,1201.85498,50.03
0,148,0,107.333,71.747,1,Lithic,5,0,1202.31775,53.08
0,148,1,107.29899999999999,71.71,1,Lithic,5,0,1202.33484,53.08
0,149,0,107.279,70.987,1,Lithic,5,0,1202.74915,54.55
0,149,1,107.324,70.965,1,Lithic,5,0,1202.77075,54.55
0,150,0,109.265,77.325,1,Lithic,5,0,1201.86633,54.1
0,150,1,109.21600000000001,77.337,1,Lithic,5,0,1201.8468,54.1
0,151,0,107.46799999999999,75.248,1,Lithic,5,0,1201.67542,50.88
0,151,1,107.42,75.262,1,Lithic,5,0,1201.66602,50.88
0,152,0,112.318,74.733,1,Lithic,5,0,1202.49365,54.87
0,152,1,112.288,74.773,1,Lithic,5,0,1202.51624,54.87
0,153,0,112.19,72.812,1,Lithic,5,0,1202.79175,50.88
0,153,1,112.14399999999999,72.792,1,Lithic,5,0,1202.8002900000001,50.88
0,155,0,107.575,75.792,1,Lithic,5,0,1201.67212,50.44
0,155,1,107.60799999999999,75.75399999999999,1,Lithic,5,0,1201.67554,50.44
0,156,0,111.169,78.193,1,Lithic,5,0,1201.9620400000001,52.09
0,156,1,111.124,78.172,1,Lithic,5,0,1201.9777800000002,52.09
0,157,0,114.90700000000001,72.649,1,Lithic,5,0,1203.90369,49.77
0,157,1,114.926,72.60300000000001,1,Lithic,5,0,1203.90369,49.77
0,158,0,109.208,78.262,1,Lithic,5,0,1202.2763699999998,100.49
0,158,1,109.257,78.274,1,Lithic,5,0,1202.36328,100.49
0,159,0,114.14399999999999,75.84100000000001,1,Lithic,5,0,1203.1032699999998,54.52
0,159,1,114.184,75.811,1,Lithic,5,0,1203.125,54.52
0,160,0,108.04799999999999,77.539,1,Lithic,5,0,1201.54773,50.9
0,160,1,108.015,77.501,1,Lithic,5,0,1201.54016,50.9
0,161,0,107.376,78.594,1,Lithic,5,0,1201.44055,49.76
0,161,1,107.363,78.546,1,Lithic,5,0,1201.44226,49.76
